Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Count,Protocols
125.56.219.3,192.168.18.114,TLS,443,50769,13,['TLS']
125.56.219.3,192.168.18.114,TLS,443,50768,7,['TLS']
54.255.188.12,192.168.18.114,DATA,80,50770,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,65530,2,['DATA']
192.168.18.114,54.255.188.12,DATA,65532,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,65531,2,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,65533,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,65532,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,65533,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,65534,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,49152,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,65534,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,49152,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,TCP,50771,80,5,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,49153,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,49154,1053,1,['DATA']
54.255.188.12,192.168.18.114,TCP,80,50771,5,['TCP']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,49153,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,49154,1,['DATA']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50771,80,1,['MIME_MULTIPART']
192.168.18.114,23.32.29.89,TCP,50466,443,2,['TCP']
192.168.18.114,23.32.29.89,TCP,50772,443,62,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50772,47,['TCP']
54.255.188.12,192.168.18.114,DATA,80,50771,1,['DATA']
23.32.29.89,192.168.18.114,TLS,443,50466,1,['TLS']
23.32.29.89,192.168.18.114,TCP,443,50466,1,['TCP']
192.168.18.114,23.32.29.89,TLS,50772,443,46,['TLS']
192.168.18.114,23.32.29.89,TCP,50773,443,13,['TCP']
192.168.18.114,23.32.29.89,TCP,50774,443,13,['TCP']
192.168.18.114,23.32.29.89,TCP,50775,443,13,['TCP']
192.168.18.114,23.32.29.89,TCP,50776,443,14,['TCP']
192.168.18.114,23.32.29.89,TCP,50777,443,14,['TCP']
23.32.29.89,192.168.18.114,TLS,443,50772,66,['TLS']
23.32.29.89,192.168.18.114,TCP,443,50773,7,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,49155,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,49156,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50778,80,6,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50774,6,['TCP']
192.168.18.114,23.32.29.89,TLS,50773,443,4,['TLS']
192.168.18.114,23.32.29.89,TLS,50774,443,4,['TLS']
23.32.29.89,192.168.18.114,TCP,443,50775,6,['TCP']
192.168.18.114,23.32.29.89,TLS,50775,443,4,['TLS']
23.32.29.89,192.168.18.114,TCP,443,50776,7,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50777,7,['TCP']
192.168.18.114,23.32.29.89,TLS,50776,443,4,['TLS']
192.168.18.114,23.32.29.89,TLS,50777,443,4,['TLS']
54.255.188.12,192.168.18.114,TCP,80,50778,6,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50778,80,1,['MIME_MULTIPART']
23.32.29.89,192.168.18.114,TLS,443,50773,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50774,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50775,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50777,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50776,7,['TLS']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,49155,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,49157,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,49156,1,['DATA']
192.168.18.114,54.254.188.33,DATA,49158,1053,2,['DATA']
54.255.188.12,192.168.18.114,DATA,80,50778,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,49157,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,49159,53,2,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,49158,2,['DATA']
192.168.18.114,54.254.188.33,DATA,49160,1053,2,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,49159,2,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,49161,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,49160,2,['DATA']
192.168.18.114,54.255.188.12,DATA,49162,1053,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,49161,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,49163,53,2,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,49162,1,['DATA']
192.168.18.114,54.255.188.12,DATA,49164,1053,2,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,49163,2,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,49164,2,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,49165,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,49166,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50779,80,5,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50779,5,['TCP']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,49165,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,49166,1,['DATA']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50779,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,DATA,80,50779,1,['DATA']
192.168.18.114,100.127.1.12,DNS,50986,53,11,['DNS']
100.127.1.12,192.168.18.114,DNS,53,50986,11,['DNS']
192.168.18.114,20.24.125.47,TCP,50781,443,7,['TCP']
192.168.18.114,20.24.121.134,TCP,50780,443,10,['TCP']
20.24.125.47,192.168.18.114,TCP,443,50781,7,['TCP']
20.24.121.134,192.168.18.114,TCP,443,50780,45,['TCP']
192.168.18.114,20.24.121.134,TLS,50780,443,6,['TLS']
192.168.18.114,20.24.125.47,TLS,50781,443,5,['TLS']
20.24.125.47,192.168.18.114,TLS,443,50781,6,['TLS']
20.24.121.134,192.168.18.114,TLS,443,50780,11,['TLS']
192.168.18.114,54.255.188.12,TCP,50782,80,6,['TCP']
192.168.18.114,54.254.188.33,DATA,50987,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,50988,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,TCP,80,50782,6,['TCP']
54.254.188.33,192.168.18.114,DATA,1053,50987,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,50988,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50782,80,1,['MIME_MULTIPART']
192.168.18.114,54.254.188.33,_WS.MALFORMED,50989,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,50990,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,50989,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,50990,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,50991,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,50992,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,80,50782,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,50991,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,50993,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,50992,1,['DATA']
192.168.18.114,54.255.188.12,DATA,50994,1053,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,50993,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,50994,1,['DATA']
192.168.18.114,20.90.156.32,TLS,49408,443,8,['TLS']
20.90.156.32,192.168.18.114,TLS,443,49408,10,['TLS']
192.168.18.114,20.90.156.32,TCP,49408,443,11,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,50995,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,50996,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50783,80,6,['TCP']
192.168.18.114,204.79.197.203,TCP,50784,443,9,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50783,6,['TCP']
204.79.197.203,192.168.18.114,TCP,443,50784,12,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50783,80,1,['MIME_MULTIPART']
54.254.188.33,192.168.18.114,DATA,1053,50996,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,50995,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,50998,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,50997,1053,1,['DATA']
192.168.18.114,204.79.197.203,TLS,50784,443,6,['TLS']
204.79.197.203,192.168.18.114,TLS,443,50784,7,['TLS']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,50998,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,50999,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,50997,1,['DATA']
192.168.18.114,54.255.188.12,DATA,51000,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,51000,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,50999,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,51001,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,51002,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50783,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,51001,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,51002,1,['_WS.MALFORMED']
192.168.18.114,13.107.21.239,TCP,50785,443,3,['TCP']
13.107.21.239,192.168.18.114,TCP,443,50785,8,['TCP']
192.168.18.114,13.107.21.239,TLS,50785,443,8,['TLS']
13.107.21.239,192.168.18.114,TLS,443,50785,4,['TLS']
192.168.18.114,54.254.188.33,DATA,59709,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,59710,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,TCP,50786,80,8,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50786,7,['TCP']
54.254.188.33,192.168.18.114,DATA,1053,59709,1,['DATA']
192.168.18.114,54.254.188.33,DATA,59711,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,59710,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,59712,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,59711,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,59712,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,59713,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,59714,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,59714,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,59713,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,59715,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,59716,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,59715,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,59716,1,['_WS.MALFORMED']
192.168.18.114,100.127.1.12,DNS,58196,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,53133,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,56136,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58196,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,53133,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,56136,1,['DNS']
192.168.18.114,204.79.197.203,TCP,50787,443,5,['TCP']
192.168.18.114,204.79.197.203,TCP,50788,443,5,['TCP']
204.79.197.203,192.168.18.114,TCP,443,50788,9,['TCP']
204.79.197.203,192.168.18.114,TCP,443,50787,10,['TCP']
192.168.18.114,204.79.197.203,TLS,50788,443,4,['TLS']
192.168.18.114,204.79.197.203,TLS,50787,443,4,['TLS']
204.79.197.203,192.168.18.114,TLS,443,50788,5,['TLS']
204.79.197.203,192.168.18.114,TLS,443,50787,5,['TLS']
192.168.18.114,54.254.188.33,DATA,56137,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50789,80,5,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,56138,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,TCP,80,50789,5,['TCP']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,56138,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,56137,1,['DATA']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50789,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,DATA,80,50789,1,['DATA']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50786,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,DATA,80,50786,1,['DATA']
192.168.18.114,54.254.188.33,DATA,56139,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50790,80,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,56140,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,TCP,80,50790,6,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50790,80,1,['MIME_MULTIPART']
54.254.188.33,192.168.18.114,DATA,1053,56139,1,['DATA']
192.168.18.114,54.254.188.33,DATA,56141,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,56140,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,56142,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50790,1,['DATA']
192.168.18.114,204.79.197.203,TCP,50791,443,9,['TCP']
54.254.188.33,192.168.18.114,DATA,1053,56141,1,['DATA']
192.168.18.114,54.254.188.33,DATA,56143,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,56142,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,56144,53,1,['_WS.MALFORMED']
192.168.18.114,100.127.1.12,DNS,56406,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,59129,53,1,['DNS']
204.79.197.203,192.168.18.114,TCP,443,50791,13,['TCP']
192.168.18.114,204.79.197.203,TLS,50791,443,6,['TLS']
100.127.1.12,192.168.18.114,DNS,53,56406,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,59129,1,['DNS']
192.168.18.114,204.79.197.203,TCP,50792,443,9,['TCP']
204.79.197.203,192.168.18.114,TLS,443,50791,12,['TLS']
54.254.188.33,192.168.18.114,DATA,1053,56143,1,['DATA']
192.168.18.114,54.255.188.12,DATA,59130,1053,1,['DATA']
204.79.197.203,192.168.18.114,TCP,443,50792,14,['TCP']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,56144,1,['_WS.MALFORMED']
192.168.18.114,204.79.197.203,TLS,50792,443,7,['TLS']
192.168.18.114,54.255.188.12,_WS.MALFORMED,59131,53,1,['_WS.MALFORMED']
204.79.197.203,192.168.18.114,TLS,443,50792,12,['TLS']
54.255.188.12,192.168.18.114,DATA,1053,59130,1,['DATA']
192.168.18.114,54.255.188.12,DATA,59132,1053,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,59131,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,59133,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,59132,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,59133,1,['_WS.MALFORMED']
192.168.18.114,49.231.120.153,TCP,50793,443,22,['TCP']
49.231.120.153,192.168.18.114,TCP,443,50793,42,['TCP']
192.168.18.114,49.231.120.153,TLS,50793,443,5,['TLS']
49.231.120.153,192.168.18.114,TLS,443,50793,21,['TLS']
192.168.18.114,100.127.1.12,DNS,65114,53,20,['DNS']
192.168.18.114,100.127.1.12,DNS,57013,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,57013,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,65114,20,['DNS']
192.168.18.114,49.231.120.89,QUIC,59860,443,12,['QUIC']
49.231.120.89,192.168.18.114,QUIC,443,59860,15,['QUIC']
192.168.18.114,100.127.1.12,DNS,53955,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,57649,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,53955,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,57649,1,['DNS']
192.168.18.114,204.79.197.203,TCP,50794,443,5,['TCP']
204.79.197.203,192.168.18.114,TCP,443,50794,9,['TCP']
192.168.18.114,204.79.197.203,TLS,50794,443,4,['TLS']
204.79.197.203,192.168.18.114,TLS,443,50794,5,['TLS']
192.168.18.114,100.127.1.12,DNS,54225,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,49317,53,1,['DNS']
192.168.18.1,239.255.255.250,SSDP,39802,1900,384,['SSDP']
192.168.18.114,100.127.1.12,DNS,51339,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,53021,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,54225,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,49317,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,53021,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,51339,1,['DNS']
192.168.18.114,125.56.219.3,QUIC,56021,443,26,['QUIC']
192.168.18.114,125.56.219.3,_WS.MALFORMED,56021,443,1,['_WS.MALFORMED']
192.168.18.114,42.99.140.184,TCP,50795,443,7,['TCP']
42.99.140.184,192.168.18.114,TCP,443,50795,6,['TCP']
125.56.219.3,192.168.18.114,QUIC,443,56021,45,['QUIC']
192.168.18.114,42.99.140.184,TLS,50795,443,6,['TLS']
192.168.18.114,96.16.101.105,TCP,50510,443,2,['TCP']
192.168.18.114,51.104.15.253,TCP,50509,443,3,['TCP']
42.99.140.184,192.168.18.114,TLS,443,50795,9,['TLS']
96.16.101.105,192.168.18.114,TLS,443,50510,1,['TLS']
96.16.101.105,192.168.18.114,TCP,443,50510,1,['TCP']
51.104.15.253,192.168.18.114,TCP,443,50509,2,['TCP']
192.168.18.114,100.127.1.12,DNS,52780,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,58042,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,54071,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,58009,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,62655,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,55012,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,52780,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,54071,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58042,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58009,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,62655,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55012,1,['DNS']
192.168.18.114,8.8.4.4,TCP,50796,443,8,['TCP']
192.168.18.114,8.8.4.4,TCP,50797,443,7,['TCP']
192.168.18.114,8.8.4.4,TCP,50798,443,7,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50797,8,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50798,8,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50796,8,['TCP']
192.168.18.114,8.8.4.4,TLS,50797,443,7,['TLS']
192.168.18.114,8.8.4.4,TLS,50798,443,7,['TLS']
192.168.18.114,8.8.4.4,TLS,50796,443,7,['TLS']
8.8.4.4,192.168.18.114,TLS,443,50797,8,['TLS']
8.8.4.4,192.168.18.114,TLS,443,50798,8,['TLS']
8.8.4.4,192.168.18.114,TLS,443,50796,8,['TLS']
192.168.18.114,142.250.197.35,TCP,50799,443,6,['TCP']
192.168.18.114,8.8.4.4,QUIC,61084,443,15,['QUIC']
192.168.18.114,8.8.4.4,_WS.MALFORMED,61084,443,1,['_WS.MALFORMED']
142.250.197.35,192.168.18.114,TCP,443,50799,11,['TCP']
192.168.18.114,142.250.197.35,TLS,50799,443,7,['TLS']
8.8.4.4,192.168.18.114,QUIC,443,61084,17,['QUIC']
142.250.197.35,192.168.18.114,TLS,443,50799,9,['TLS']
192.168.18.114,49.231.120.89,QUIC,61481,443,56,['QUIC']
192.168.18.114,49.231.120.89,_WS.MALFORMED,61481,443,1,['_WS.MALFORMED']
192.168.18.114,49.231.120.26,TCP,50800,443,7,['TCP']
49.231.120.26,192.168.18.114,TCP,443,50800,8,['TCP']
192.168.18.114,49.231.120.26,TLS,50800,443,8,['TLS']
49.231.120.89,192.168.18.114,QUIC,443,61481,100,['QUIC']
49.231.120.26,192.168.18.114,TLS,443,50800,9,['TLS']
52.109.56.130,192.168.18.114,TCP,443,50463,1,['TCP']
192.168.18.114,54.255.188.12,TCP,50801,80,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,61482,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,61483,1053,1,['DATA']
54.255.188.12,192.168.18.114,TCP,80,50801,6,['TCP']
54.254.188.33,192.168.18.114,DATA,1053,61483,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,61482,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,61484,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,61485,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50801,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,DATA,80,50801,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,61484,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,61485,1,['_WS.MALFORMED']
192.168.18.114,100.24.214.77,TLS,50502,443,4,['TLS']
100.24.214.77,192.168.18.114,TCP,443,50502,4,['TCP']
100.24.214.77,192.168.18.114,TLS,443,50502,3,['TLS']
192.168.18.114,100.24.214.77,TCP,50502,443,4,['TCP']
52.109.112.144,192.168.18.114,TLS,443,50460,1,['TLS']
52.109.112.144,192.168.18.114,TCP,443,50460,2,['TCP']
192.168.18.114,52.109.112.144,TCP,50460,443,2,['TCP']
192.168.18.114,54.254.188.33,DATA,61486,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,61487,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,TCP,50802,80,6,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50802,6,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50802,80,1,['MIME_MULTIPART']
54.254.188.33,192.168.18.114,DATA,1053,61486,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,61487,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,61489,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,61488,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,80,50802,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,61488,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,61489,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,61490,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,61491,1053,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,61491,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,61490,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,61493,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,61492,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,61492,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,61493,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,61494,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,61495,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,61495,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,61494,1,['_WS.MALFORMED']
192.168.18.114,20.189.173.15,TCP,50803,443,80,['TCP']
20.189.173.15,192.168.18.114,TCP,443,50803,70,['TCP']
192.168.18.114,20.189.173.15,TLS,50803,443,90,['TLS']
20.189.173.15,192.168.18.114,TLS,443,50803,31,['TLS']
192.168.18.114,100.127.1.12,DNS,62996,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,61560,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,62996,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,61560,1,['DNS']
192.168.18.114,8.8.4.4,QUIC,49910,443,9,['QUIC']
8.8.4.4,192.168.18.114,QUIC,443,49910,11,['QUIC']
192.168.18.114,204.79.197.239,TCP,50804,443,6,['TCP']
204.79.197.239,192.168.18.114,TCP,443,50804,19,['TCP']
192.168.18.114,204.79.197.239,TLS,50804,443,13,['TLS']
204.79.197.239,192.168.18.114,TLS,443,50804,13,['TLS']
192.168.18.114,172.67.75.39,TCP,50532,443,2,['TCP']
172.67.75.39,192.168.18.114,TCP,443,50532,1,['TCP']
192.168.18.114,100.127.1.12,DNS,62828,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,49210,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,62828,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,49210,1,['DNS']
192.168.18.114,8.8.4.4,QUIC,62062,443,10,['QUIC']
8.8.4.4,192.168.18.114,QUIC,443,62062,13,['QUIC']
192.168.18.114,13.107.21.239,TCP,50805,443,3,['TCP']
13.107.21.239,192.168.18.114,TCP,443,50805,8,['TCP']
192.168.18.114,13.107.21.239,TLS,50805,443,6,['TLS']
192.168.18.114,142.250.197.99,TCP,50533,80,2,['TCP']
13.107.21.239,192.168.18.114,TLS,443,50805,5,['TLS']
142.250.197.99,192.168.18.114,TCP,80,50533,1,['TCP']
192.168.18.114,54.254.188.33,DATA,62063,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50806,80,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,62064,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,TCP,80,50806,6,['TCP']
54.254.188.33,192.168.18.114,DATA,1053,62063,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,62064,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50806,80,1,['MIME_MULTIPART']
192.168.18.114,54.254.188.33,DATA,62065,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,62066,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,62065,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,62066,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,62068,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,62067,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50806,1,['DATA']
