Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Count,Protocols
192.168.18.114,239.255.255.250,SSDP,55724,1900,10,['SSDP']
192.168.18.114,192.0.66.233,TCP,50503,443,1,['TCP']
192.0.66.233,192.168.18.114,TCP,443,50503,1,['TCP']
8.8.4.4,192.168.18.114,TLS,443,50528,1,['TLS']
192.168.18.114,8.8.4.4,TCP,50528,443,2,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50528,2,['TCP']
192.168.18.114,146.75.114.172,HTTP,50650,80,5,['HTTP']
146.75.114.172,192.168.18.114,TCP,80,50650,31,['TCP']
146.75.114.172,192.168.18.114,MEDIA,80,50650,4,['MEDIA']
192.168.18.114,146.75.114.172,TCP,50650,80,15,['TCP']
192.168.18.114,52.74.242.156,TCP,50580,80,3,['TCP']
52.74.242.156,192.168.18.114,TCP,80,50580,2,['TCP']
192.168.18.114,151.101.195.52,TLS,50613,443,17,['TLS']
151.101.195.52,192.168.18.114,TCP,443,50613,743,['TCP']
151.101.195.52,192.168.18.114,TLS,443,50613,81,['TLS']
192.168.18.114,151.101.195.52,TCP,50613,443,28,['TCP']
192.168.18.114,49.231.120.211,TLS,50587,443,1,['TLS']
49.231.120.211,192.168.18.114,TCP,443,50587,2,['TCP']
192.168.18.114,182.161.73.136,TCP,50588,80,3,['TCP']
192.168.18.114,216.239.32.178,TLS,50582,443,1,['TLS']
182.161.73.136,192.168.18.114,TCP,80,50588,2,['TCP']
192.168.18.114,151.101.67.52,TLS,50589,443,1,['TLS']
216.239.32.178,192.168.18.114,TCP,443,50582,2,['TCP']
192.168.18.114,23.56.154.143,TLS,50586,443,1,['TLS']
151.101.67.52,192.168.18.114,TCP,443,50589,3,['TCP']
23.56.154.143,192.168.18.114,TCP,443,50586,2,['TCP']
192.168.18.114,199.232.45.44,TLS,50594,443,1,['TLS']
192.168.18.114,199.232.45.44,TLS,50596,443,1,['TLS']
192.168.18.114,199.232.45.44,TLS,50595,443,1,['TLS']
192.168.18.114,199.232.45.44,TCP,50598,80,3,['TCP']
199.232.45.44,192.168.18.114,TCP,443,50594,3,['TCP']
199.232.45.44,192.168.18.114,TCP,80,50598,3,['TCP']
199.232.45.44,192.168.18.114,TCP,443,50596,3,['TCP']
199.232.45.44,192.168.18.114,TCP,443,50595,3,['TCP']
192.168.18.114,103.28.54.100,TLS,50548,27020,40,['TLS']
103.28.54.100,192.168.18.114,TCP,27020,50548,41,['TCP']
192.168.18.114,199.232.45.44,TLS,50599,443,1,['TLS']
199.232.45.44,192.168.18.114,TCP,443,50599,3,['TCP']
192.168.18.114,199.232.45.44,TCP,50581,80,3,['TCP']
199.232.45.44,192.168.18.114,TCP,80,50581,3,['TCP']
192.168.18.114,185.106.33.48,TCP,50601,80,3,['TCP']
192.168.18.114,77.88.21.119,TLS,50583,443,1,['TLS']
192.168.18.114,77.88.21.119,TLS,50584,443,1,['TLS']
185.106.33.48,192.168.18.114,TCP,80,50601,2,['TCP']
192.168.18.114,199.232.45.44,TCP,50592,80,3,['TCP']
199.232.45.44,192.168.18.114,TCP,80,50592,3,['TCP']
77.88.21.119,192.168.18.114,TCP,443,50583,2,['TCP']
77.88.21.119,192.168.18.114,TCP,443,50584,2,['TCP']
192.168.18.114,13.107.21.239,TLS,50646,443,5,['TLS']
13.107.21.239,192.168.18.114,TCP,443,50646,7,['TCP']
13.107.21.239,192.168.18.114,TLS,443,50646,3,['TLS']
192.168.18.114,13.107.21.239,TCP,50646,443,3,['TCP']
192.168.18.114,142.250.197.163,TLS,50636,443,4,['TLS']
192.168.18.114,8.8.4.4,QUIC,62552,443,6,['QUIC']
192.168.18.114,8.8.4.4,_WS.MALFORMED,62552,443,1,['_WS.MALFORMED']
192.168.18.114,8.8.4.4,TLS,50549,443,5,['TLS']
142.250.197.163,192.168.18.114,TCP,443,50636,4,['TCP']
142.250.197.163,192.168.18.114,TLS,443,50636,5,['TLS']
192.168.18.114,142.250.197.163,TCP,50636,443,3,['TCP']
8.8.4.4,192.168.18.114,QUIC,443,62552,11,['QUIC']
8.8.4.4,192.168.18.114,TCP,443,50549,5,['TCP']
8.8.4.4,192.168.18.114,TLS,443,50549,8,['TLS']
192.168.18.114,8.8.4.4,TCP,50549,443,3,['TCP']
192.168.18.114,142.250.198.163,TCP,50651,443,7,['TCP']
142.250.198.163,192.168.18.114,TCP,443,50651,10,['TCP']
192.168.18.114,142.250.198.163,TLS,50651,443,8,['TLS']
142.250.198.163,192.168.18.114,TLS,443,50651,8,['TLS']
192.168.18.114,96.16.101.139,TLS,50578,443,1,['TLS']
192.168.18.114,151.101.67.52,TLS,50616,443,1,['TLS']
192.168.18.114,96.16.101.139,TLS,50579,443,1,['TLS']
96.16.101.139,192.168.18.114,TCP,443,50578,2,['TCP']
96.16.101.139,192.168.18.114,TCP,443,50579,2,['TCP']
151.101.67.52,192.168.18.114,TCP,443,50616,3,['TCP']
192.168.18.114,96.16.101.139,TLS,50619,443,1,['TLS']
192.168.18.114,13.107.246.73,TLS,50617,443,1,['TLS']
96.16.101.139,192.168.18.114,TCP,443,50619,2,['TCP']
13.107.246.73,192.168.18.114,TCP,443,50617,2,['TCP']
192.168.18.114,151.101.67.52,TLS,50612,443,1,['TLS']
192.168.18.114,100.127.1.12,DNS,63528,53,28,['DNS']
100.127.1.12,192.168.18.114,DNS,53,63528,28,['DNS']
192.168.18.114,34.237.184.165,TCP,50652,80,4,['TCP']
151.101.67.52,192.168.18.114,TCP,443,50612,3,['TCP']
34.237.184.165,192.168.18.114,TCP,80,50652,4,['TCP']
192.168.18.114,34.237.184.165,HTTP,50652,80,1,['HTTP']
34.237.184.165,192.168.18.114,HTTP,80,50652,1,['HTTP']
192.168.18.114,34.237.184.165,TCP,50653,80,4,['TCP']
192.168.18.114,8.8.4.4,QUIC,56074,443,14,['QUIC']
192.168.18.114,8.8.4.4,_WS.MALFORMED,56074,443,1,['_WS.MALFORMED']
192.168.18.114,8.8.4.4,TCP,50654,443,6,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50654,4,['TCP']
192.168.18.114,8.8.4.4,TLS,50654,443,3,['TLS']
8.8.4.4,192.168.18.114,QUIC,443,56074,17,['QUIC']
34.237.184.165,192.168.18.114,TCP,80,50653,4,['TCP']
192.168.18.114,34.237.184.165,HTTP,50653,80,1,['HTTP']
8.8.4.4,192.168.18.114,TLS,443,50654,3,['TLS']
192.168.18.114,204.79.197.239,TCP,50655,443,10,['TCP']
204.79.197.239,192.168.18.114,TCP,443,50655,13,['TCP']
192.168.18.114,204.79.197.239,TLS,50655,443,8,['TLS']
204.79.197.239,192.168.18.114,TLS,443,50655,6,['TLS']
34.237.184.165,192.168.18.114,HTTP,80,50653,1,['HTTP']
192.168.18.114,20.43.150.84,TCP,50472,443,1,['TCP']
192.168.18.114,142.250.157.188,DATA,50483,5228,1,['DATA']
142.250.157.188,192.168.18.114,TCP,5228,50483,2,['TCP']
192.168.18.114,104.208.16.89,TLS,50640,443,5,['TLS']
192.168.18.114,142.250.76.10,TLS,50505,443,1,['TLS']
142.250.76.10,192.168.18.114,TCP,443,50505,2,['TCP']
104.208.16.89,192.168.18.114,TCP,443,50640,4,['TCP']
104.208.16.89,192.168.18.114,TLS,443,50640,2,['TLS']
192.168.18.114,104.208.16.89,TCP,50640,443,3,['TCP']
192.168.18.114,8.8.4.4,TLS,50497,443,1,['TLS']
192.168.18.114,8.8.4.4,TLS,50496,443,1,['TLS']
192.168.18.114,8.8.4.4,TLS,50495,443,1,['TLS']
8.8.4.4,192.168.18.114,TCP,443,50497,2,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50495,2,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50496,2,['TCP']
192.168.18.114,199.232.45.44,TCP,50595,443,2,['TCP']
192.168.18.114,199.232.45.44,TCP,50596,443,2,['TCP']
192.168.18.114,199.232.45.44,TCP,50594,443,2,['TCP']
192.168.18.114,77.88.21.119,TCP,50583,443,2,['TCP']
192.168.18.114,77.88.21.119,TCP,50584,443,2,['TCP']
192.168.18.114,199.232.45.44,TCP,50599,443,2,['TCP']
192.168.18.114,216.239.32.178,TCP,50582,443,2,['TCP']
192.168.18.114,199.232.44.201,TCP,50524,443,2,['TCP']
192.168.18.114,204.79.197.203,TCP,50525,443,2,['TCP']
192.168.18.114,185.199.110.153,TCP,50527,443,2,['TCP']
192.168.18.114,13.107.21.239,TCP,50526,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50530,443,2,['TCP']
192.168.18.114,49.231.120.26,TCP,50531,443,2,['TCP']
192.168.18.114,13.107.246.73,TCP,50617,443,2,['TCP']
192.168.18.114,13.107.246.73,TCP,50645,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50529,443,2,['TCP']
192.168.18.114,34.199.101.34,TCP,50515,443,1,['TCP']
192.168.18.114,34.199.101.34,TCP,50514,443,2,['TCP']
192.168.18.114,142.250.198.99,TCP,50641,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50498,443,2,['TCP']
192.168.18.114,142.250.76.10,TCP,50505,443,2,['TCP']
192.168.18.114,142.250.198.206,TCP,50500,443,2,['TCP']
192.168.18.114,104.18.32.47,TCP,50504,443,2,['TCP']
192.168.18.114,35.190.80.1,TCP,50506,443,2,['TCP']
192.168.18.114,172.64.146.98,TCP,50507,443,2,['TCP']
192.168.18.114,142.250.71.142,TCP,50638,443,2,['TCP']
192.168.18.114,142.250.71.142,TCP,50639,443,2,['TCP']
192.168.18.114,104.18.32.47,TCP,50512,443,2,['TCP']
192.168.18.114,142.250.197.35,TCP,50642,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50497,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50496,443,2,['TCP']
192.168.18.114,142.250.198.142,TCP,50635,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50494,443,2,['TCP']
192.168.18.114,142.250.198.163,TCP,50634,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50495,443,2,['TCP']
192.168.18.114,49.231.120.211,TCP,50587,443,2,['TCP']
192.168.18.114,23.56.154.143,TCP,50586,443,2,['TCP']
192.168.18.114,96.16.101.139,TCP,50620,443,1,['TCP']
192.168.18.114,96.16.101.139,TCP,50578,443,2,['TCP']
192.168.18.114,96.16.101.139,TCP,50579,443,2,['TCP']
192.168.18.114,96.16.101.139,TCP,50619,443,2,['TCP']
49.231.120.26,192.168.18.114,TLS,443,50531,1,['TLS']
49.231.120.26,192.168.18.114,TCP,443,50531,1,['TCP']
192.168.18.114,104.208.16.89,TCP,50637,443,2,['TCP']
204.79.197.203,192.168.18.114,TCP,443,50525,2,['TCP']
96.16.101.139,192.168.18.114,TCP,443,50620,1,['TCP']
96.16.101.139,192.168.18.114,TLS,443,50578,1,['TLS']
96.16.101.139,192.168.18.114,TLS,443,50619,1,['TLS']
13.107.21.239,192.168.18.114,TCP,443,50526,2,['TCP']
96.16.101.139,192.168.18.114,TLS,443,50579,1,['TLS']
49.231.120.211,192.168.18.114,TLS,443,50587,1,['TLS']
192.168.18.114,151.101.67.52,TCP,50589,443,2,['TCP']
192.168.18.114,151.101.67.52,TCP,50612,443,2,['TCP']
192.168.18.114,151.101.67.52,TCP,50616,443,2,['TCP']
199.232.44.201,192.168.18.114,TCP,443,50524,2,['TCP']
199.232.44.201,192.168.18.114,TLS,443,50524,1,['TLS']
199.232.45.44,192.168.18.114,TLS,443,50596,1,['TLS']
199.232.45.44,192.168.18.114,TLS,443,50594,1,['TLS']
199.232.45.44,192.168.18.114,TLS,443,50595,1,['TLS']
199.232.45.44,192.168.18.114,TLS,443,50599,1,['TLS']
185.199.110.153,192.168.18.114,TCP,443,50527,2,['TCP']
185.199.110.153,192.168.18.114,TLS,443,50527,1,['TLS']
8.8.4.4,192.168.18.114,TCP,443,50530,1,['TCP']
13.107.246.73,192.168.18.114,TCP,443,50645,1,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50529,1,['TCP']
192.168.18.114,8.8.4.4,TCP,50632,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50633,443,2,['TCP']
192.168.18.114,100.21.175.239,TCP,50628,443,2,['TCP']
192.168.18.114,8.8.4.4,TCP,50631,443,2,['TCP']
23.56.154.143,192.168.18.114,TLS,443,50586,1,['TLS']
142.250.198.99,192.168.18.114,TCP,443,50641,1,['TCP']
142.250.198.206,192.168.18.114,TCP,443,50500,1,['TCP']
142.250.198.163,192.168.18.114,TCP,443,50634,1,['TCP']
142.250.197.35,192.168.18.114,TCP,443,50642,1,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50494,1,['TCP']
142.250.71.142,192.168.18.114,TCP,443,50639,1,['TCP']
142.250.71.142,192.168.18.114,TCP,443,50638,1,['TCP']
35.190.80.1,192.168.18.114,TCP,443,50506,1,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50498,1,['TCP']
104.18.32.47,192.168.18.114,TCP,443,50504,1,['TCP']
142.250.198.142,192.168.18.114,TCP,443,50635,1,['TCP']
172.64.146.98,192.168.18.114,TCP,443,50507,1,['TCP']
104.18.32.47,192.168.18.114,TCP,443,50512,1,['TCP']
151.101.67.52,192.168.18.114,TLS,443,50589,1,['TLS']
151.101.67.52,192.168.18.114,TLS,443,50616,1,['TLS']
151.101.67.52,192.168.18.114,TLS,443,50612,1,['TLS']
8.8.4.4,192.168.18.114,TCP,443,50631,1,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50633,1,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50632,1,['TCP']
104.208.16.89,192.168.18.114,TCP,443,50637,1,['TCP']
77.88.21.119,192.168.18.114,TLS,443,50583,1,['TLS']
77.88.21.119,192.168.18.114,TLS,443,50584,1,['TLS']
100.21.175.239,192.168.18.114,TLS,443,50628,1,['TLS']
100.21.175.239,192.168.18.114,TCP,443,50628,1,['TCP']
34.199.101.34,192.168.18.114,TCP,443,50514,1,['TCP']
34.199.101.34,192.168.18.114,TCP,443,50515,1,['TCP']
192.168.18.114,49.231.57.25,TCP,49684,443,2,['TCP']
49.231.57.25,192.168.18.114,TLS,443,49684,1,['TLS']
49.231.57.25,192.168.18.114,TCP,443,49684,1,['TCP']
13.107.5.93,192.168.18.114,TCP,443,50542,1,['TCP']
192.168.18.114,142.250.157.188,TCP,50483,5228,2,['TCP']
192.168.18.114,100.127.1.12,DNS,62943,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,51799,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,62943,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,51799,1,['DNS']
192.168.18.114,8.8.4.4,TCP,50756,443,120,['TCP']
192.168.18.114,20.190.144.138,TCP,49687,443,2,['TCP']
8.8.4.4,192.168.18.114,TCP,443,50756,198,['TCP']
192.168.18.114,8.8.4.4,TLS,50756,443,227,['TLS']
20.190.144.138,192.168.18.114,TCP,443,49687,1,['TCP']
8.8.4.4,192.168.18.114,TLS,443,50756,415,['TLS']
192.168.18.114,74.125.204.188,TCP,50757,5228,6,['TCP']
74.125.204.188,192.168.18.114,TCP,5228,50757,31,['TCP']
192.168.18.114,74.125.204.188,TLS,50757,5228,4,['TLS']
74.125.204.188,192.168.18.114,TLS,5228,50757,5,['TLS']
13.107.246.73,192.168.18.114,TLS,443,50513,2,['TLS']
13.107.246.73,192.168.18.114,TCP,443,50513,3,['TCP']
192.168.18.114,13.107.246.73,TCP,50513,443,3,['TCP']
192.168.18.114,18.136.191.214,_WS.MALFORMED,51801,53,1,['_WS.MALFORMED']
18.136.191.214,192.168.18.114,_WS.MALFORMED,53,51801,1,['_WS.MALFORMED']
192.168.18.114,224.0.0.251,MDNS,5353,5353,82,['MDNS']
192.168.18.114,54.254.188.33,DATA,51802,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50758,80,6,['TCP']
192.168.18.114,104.192.108.131,TCP,49681,80,118,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,51803,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,51803,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,51802,1,['DATA']
54.255.188.12,192.168.18.114,TCP,80,50758,6,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50758,80,1,['MIME_MULTIPART']
192.168.18.114,54.254.188.33,_WS.MALFORMED,51804,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,51805,1053,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,51805,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,51804,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50758,1,['DATA']
192.168.18.114,54.255.188.12,DATA,51806,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,51807,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,51807,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,51806,1,['DATA']
192.168.18.114,54.255.188.12,DATA,51808,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,51809,53,1,['_WS.MALFORMED']
104.192.108.131,192.168.18.114,TCP,80,49681,76,['TCP']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,51809,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,51808,1,['DATA']
192.168.18.114,20.190.144.138,TCP,50535,443,2,['TCP']
20.190.144.138,192.168.18.114,TCP,443,50535,1,['TCP']
192.168.18.114,54.255.188.12,DATA,51810,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50759,80,6,['TCP']
192.168.18.114,54.255.188.12,_WS.MALFORMED,51811,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,TCP,80,50759,6,['TCP']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,51811,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,51810,1,['DATA']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50759,80,1,['MIME_MULTIPART']
192.168.18.114,54.255.188.12,_WS.MALFORMED,51813,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,51812,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,51812,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,51813,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,51814,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,51815,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50759,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,51814,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,51815,1,['_WS.MALFORMED']
192.168.18.114,3.233.158.26,TCP,50760,443,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53889,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,53888,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53889,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,53888,1,['DATA']
192.168.18.114,3.233.158.26,TCP,50761,443,6,['TCP']
3.233.158.26,192.168.18.114,TCP,443,50760,7,['TCP']
192.168.18.114,3.233.158.26,TLS,50760,443,7,['TLS']
3.233.158.26,192.168.18.114,TCP,443,50761,8,['TCP']
192.168.18.114,3.233.158.26,TLS,50761,443,3,['TLS']
3.233.158.26,192.168.18.114,TLS,443,50760,6,['TLS']
3.233.158.26,192.168.18.114,TLS,443,50761,3,['TLS']
192.168.18.114,54.254.188.33,DATA,53890,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50762,80,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53891,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,TCP,80,50762,6,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50762,80,1,['MIME_MULTIPART']
54.254.188.33,192.168.18.114,DATA,1053,53890,1,['DATA']
192.168.18.114,54.254.188.33,DATA,53892,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53891,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53893,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50762,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,53892,1,['DATA']
192.168.18.114,54.255.188.12,DATA,53894,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53893,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,53895,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,53894,1,['DATA']
192.168.18.114,54.255.188.12,DATA,53896,1053,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,53895,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,53897,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,53896,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,53897,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,53898,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,53899,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,TCP,50763,80,6,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50763,6,['TCP']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,53899,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,53898,1,['DATA']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50763,80,1,['MIME_MULTIPART']
192.168.18.114,54.255.188.12,DATA,53900,1053,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,53901,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50763,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,53901,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,53900,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,53902,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,53903,1053,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,53902,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,53903,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53905,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,53904,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53905,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,53904,1,['DATA']
192.168.18.114,54.254.188.33,DATA,53906,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53907,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53907,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,53906,1,['DATA']
192.168.18.114,152.195.38.76,TCP,50462,80,2,['TCP']
192.168.18.114,54.254.188.33,DATA,53908,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50764,80,5,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53909,53,1,['_WS.MALFORMED']
152.195.38.76,192.168.18.114,TCP,80,50462,1,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50764,5,['TCP']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53909,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,53908,1,['DATA']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50764,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,DATA,80,50764,1,['DATA']
192.168.18.114,104.192.108.131,_WS.MALFORMED,49681,80,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53910,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,53911,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50765,80,6,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50765,6,['TCP']
54.254.188.33,192.168.18.114,DATA,1053,53911,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53910,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50765,80,1,['MIME_MULTIPART']
192.168.18.114,54.254.188.33,DATA,53912,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,53913,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50765,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,53912,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,53913,1,['_WS.MALFORMED']
192.168.18.114,100.127.1.12,DNS,55961,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,52615,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55961,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,52615,1,['DNS']
192.168.18.114,8.8.4.4,QUIC,65527,443,10,['QUIC']
192.168.18.114,8.8.4.4,_WS.MALFORMED,65527,443,1,['_WS.MALFORMED']
192.168.18.114,8.8.4.4,TCP,50766,443,6,['TCP']
8.8.4.4,192.168.18.114,QUIC,443,65527,16,['QUIC']
8.8.4.4,192.168.18.114,TCP,443,50766,4,['TCP']
192.168.18.114,8.8.4.4,TLS,50766,443,3,['TLS']
192.168.18.114,13.107.21.239,TCP,50767,443,10,['TCP']
8.8.4.4,192.168.18.114,TLS,443,50766,3,['TLS']
13.107.21.239,192.168.18.114,TCP,443,50767,12,['TCP']
192.168.18.114,13.107.21.239,TLS,50767,443,8,['TLS']
13.107.21.239,192.168.18.114,TLS,443,50767,7,['TLS']
192.168.18.114,23.32.29.89,TCP,50471,443,1,['TCP']
192.168.18.114,23.32.29.89,TCP,50470,443,1,['TCP']
192.168.18.114,23.32.29.89,TCP,50468,443,1,['TCP']
192.168.18.114,23.32.29.89,TCP,50469,443,1,['TCP']
192.168.18.114,23.32.29.89,TCP,50467,443,1,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50471,1,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50469,1,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50470,1,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50467,1,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50468,1,['TCP']
146.75.114.172,192.168.18.114,HTTP,80,50650,1,['HTTP']
192.168.18.114,125.56.219.3,TCP,50768,443,13,['TCP']
192.168.18.114,125.56.219.3,TCP,50769,443,25,['TCP']
192.168.18.114,54.254.188.33,DATA,65528,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50770,80,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,65529,53,1,['_WS.MALFORMED']
125.56.219.3,192.168.18.114,TCP,443,50769,20,['TCP']
125.56.219.3,192.168.18.114,TCP,443,50768,6,['TCP']
192.168.18.114,125.56.219.3,TLS,50769,443,11,['TLS']
192.168.18.114,125.56.219.3,TLS,50768,443,4,['TLS']
54.255.188.12,192.168.18.114,TCP,80,50770,5,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50770,80,1,['MIME_MULTIPART']
54.254.188.33,192.168.18.114,DATA,1053,65528,1,['DATA']
192.168.18.114,54.254.188.33,DATA,65530,1053,2,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,65529,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,65531,53,2,['_WS.MALFORMED']
